District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
156,West Haven School District,3,Forest School,2005-06,57.1,84
156,West Haven School District,14,Savin Rock Community School,2005-06,79.5,83
156,West Haven School District,4,Seth G. Haley School,2005-06,80.5,82
156,West Haven School District,12,Washington School,2005-06,70,80
154,Westbrook School District,2,Daisy Ingraham School,2005-06,89.4,94
157,Weston School District,1,Hurlbutt Elementary School,2005-06,98.9,182
158,Westport School District,3,Coleytown Elementary School,2005-06,100,69
158,Westport School District,4,Green's Farms School,2005-06,100,74
158,Westport School District,5,King's Highway Elementary School,2005-06,81.5,92
158,Westport School District,7,Long Lots School,2005-06,98.9,90
158,Westport School District,8,Saugatuck Elementary School,2005-06,80.9,89
159,Wethersfield School District,8,Alfred W. Hanmer School,2005-06,89.7,58
159,Wethersfield School District,10,Charles Wright School,2005-06,73.2,41
159,Wethersfield School District,2,Emerson-Williams School,2005-06,86.5,52
159,Wethersfield School District,11,Highcrest School,2005-06,88.1,59
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2005-06,82.1,56
160,Willington School District,1,Center School,2005-06,73.3,60
161,Wilton School District,6,Ina E. Driscoll School,2005-06,98.2,168
161,Wilton School District,5,Miller-Driscoll School,2005-06,100,167
162,Winchester School District,4,Batcheller Early Education Center,2005-06,74.1,54
162,Winchester School District,2,Mary P. Hinsdale School,2005-06,74.6,63
163,Windham School District,1,Natchaug School,2005-06,80.4,92
163,Windham School District,3,North Windham School,2005-06,81.7,60
163,Windham School District,6,W. B. Sweeney School,2005-06,70.1,77
163,Windham School District,5,Windham Center School,2005-06,52.6,74
165,Windsor Locks School District,1,North Street School,2005-06,51.1,137
164,Windsor School District,10,Roger Wolcott Early Child Center,2005-06,86.3,231
166,Wolcott School District,6,Alcott School,2005-06,83.7,43
166,Wolcott School District,2,Frisbie School,2005-06,74.1,54
166,Wolcott School District,5,Wakelee School,2005-06,81.1,74
167,Woodbridge School District,1,Beecher Road Primary School,2005-06,18.6,102
169,Woodstock School District,2,Woodstock Elementary School,2005-06,80.5,82
1,Andover School District,1,Andover Elementary School,2004-05,80.5,41
2,Ansonia School District,8,Prendergast School,2004-05,45.1,235
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,2004-05,77.8,63
3,Ashford School District,1,Ashford School,2004-05,83,47
4,Avon School District,4,Pine Grove School,2004-05,94.4,107
4,Avon School District,3,Roaring Brook School,2004-05,80.5,123
5,Barkhamsted School District,1,Barkhamsted Elementary School,2004-05,83.1,59
7,Berlin School District,4,Emma Hart Willard School,2004-05,93,100
7,Berlin School District,5,Mary E. Griswold School,2004-05,91.4,81
7,Berlin School District,1,Richard D. Hubbard School,2004-05,94.7,38
8,Bethany School District,1,Bethany Community School,2004-05,84.6,78
9,Bethel School District,4,Anna H. Rockwell School,2004-05,82.1,106
9,Bethel School District,1,Frank A. Berry School,2004-05,86.9,107
11,Bloomfield School District,3,J. P. Vincent School,2004-05,89.2,74
11,Bloomfield School District,6,Laurel School,2004-05,85.4,48
11,Bloomfield School District,5,Metacomet School,2004-05,86.4,44
12,Bolton School District,1,Bolton Center School,2004-05,89.6,48
13,Bozrah School District,1,Fields Memorial School,2004-05,85.2,27
14,Branford School District,16,John B. Sliney School,2004-05,78.4,74
14,Branford School District,15,Mary R. Tisko School,2004-05,92.8,83
14,Branford School District,14,Mary T. Murphy School,2004-05,79.4,68
15,Bridgeport School District,1,Barnum School,2004-05,64,25
15,Bridgeport School District,2,Beardsley School,2004-05,59.3,81
15,Bridgeport School District,3,Black Rock School,2004-05,77.4,31
15,Bridgeport School District,40,Blackham School,2004-05,67.2,64
15,Bridgeport School District,4,Bryant School,2004-05,52.2,69
15,Bridgeport School District,14,Cesar Batalla School,2004-05,48.6,109
15,Bridgeport School District,21,Classical Studies Academy,2004-05,77.1,48
15,Bridgeport School District,5,Columbus School,2004-05,44.7,94
15,Bridgeport School District,39,Cross School,2004-05,39.5,43
15,Bridgeport School District,42,Curiale School,2004-05,100,25
15,Bridgeport School District,41,Dunbar School,2004-05,80.6,36
15,Bridgeport School District,7,Edison School,2004-05,65.3,49
15,Bridgeport School District,9,Garfield School,2004-05,43.3,60
15,Bridgeport School District,32,Geraldine Johnson School,2004-05,58.8,51
15,Bridgeport School District,11,Hall School,2004-05,50,42
15,Bridgeport School District,12,Hallen School,2004-05,46.3,54
15,Bridgeport School District,45,High Horizons Magnet School,2004-05,76.8,56
15,Bridgeport School District,13,Hooker School,2004-05,47.9,48
15,Bridgeport School District,22,Jettie S. Tisdale School,2004-05,40.8,49
15,Bridgeport School District,19,Longfellow School,2004-05,82.4,68
15,Bridgeport School District,10,Luis Munoz Marin School,2004-05,48.9,45
15,Bridgeport School District,20,Madison School,2004-05,66.7,84
15,Bridgeport School District,43,Maplewood Annex,2004-05,75.4,65
15,Bridgeport School District,46,Multicultural Magnet School,2004-05,89.1,46
15,Bridgeport School District,23,Newfield School,2004-05,87.5,40
15,Bridgeport School District,17,Park City Magnet School,2004-05,90.2,51
15,Bridgeport School District,25,Read School,2004-05,47.7,88
15,Bridgeport School District,26,Roosevelt School,2004-05,68.1,94
15,Bridgeport School District,44,Skane Center,2004-05,87,69
15,Bridgeport School District,30,Waltersville School,2004-05,63.4,93
15,Bridgeport School District,36,Winthrop School,2004-05,81.1,74
17,Bristol School District,7,Clara T. O Connell School,2004-05,80.7,57
17,Bristol School District,1,Clarence A. Bingham School,2004-05,72.1,43
17,Bristol School District,3,Edgewood School,2004-05,80,80
17,Bristol School District,14,Ellen P. Hubbell School,2004-05,83.6,73
17,Bristol School District,5,Greene-Hills School,2004-05,86.3,51
17,Bristol School District,19,Ivy Drive School,2004-05,89.1,46
17,Bristol School District,6,John J. Jennings School,2004-05,79.2,53
17,Bristol School District,17,Mountain View School,2004-05,94,50
17,Bristol School District,11,South Side School,2004-05,68.7,83
17,Bristol School District,12,Stafford School,2004-05,86.5,74
18,Brookfield School District,3,Center Elementary School,2004-05,90.3,216
19,Brooklyn School District,1,Brooklyn Elementary School,2004-05,82,100
21,Canaan School District,1,Lee H. Kellogg School,2004-05,70,10
22,Canterbury School District,2,Canterbury Elementary School,2004-05,80.4,56
23,Canton School District,2,Cherry Brook Primary School,2004-05,89.5,124
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,2004-05,100,39
241,Capitol Region Education Council,31,Montessori Magnet School,2004-05,100,52
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,2004-05,96.8,62
24,Chaplin School District,2,Chaplin Elementary School,2004-05,60.7,28
25,Cheshire School District,2,Darcey School,2004-05,89.8,315
26,Chester School District,1,Chester Elementary School,2004-05,95.3,43
27,Clinton School District,3,Lewin G. Joel Jr. School,2004-05,59.6,156
28,Colchester School District,2,Jack Jackter Intermediate School,2004-05,66.2,201
29,Colebrook School District,1,Colebrook Consolidated School,2004-05,100,16
30,Columbia School District,1,Horace W. Porter School,2004-05,95.4,65
243,Cooperative Educational Services,1,Six-Six Magnet School,2004-05,93,43
31,Cornwall School District,1,Cornwall Consolidated School,2004-05,85.7,14
32,Coventry School District,2,Coventry Grammar School,2004-05,60.6,155
33,Cromwell School District,2,Edna C. Stevens School,2004-05,77.5,151
34,Danbury School District,14,Ellsworth Avenue School,2004-05,58.9,56
34,Danbury School District,11,Great Plain School,2004-05,68.3,63
34,Danbury School District,2,Hayestown Avenue School,2004-05,70.6,68
34,Danbury School District,13,King Street Primary School,2004-05,93.3,105
34,Danbury School District,5,Mill Ridge Primary School,2004-05,82.4,102
34,Danbury School District,6,Morris Street School,2004-05,72.7,55
34,Danbury School District,8,Park Avenue School,2004-05,77.1,70
34,Danbury School District,15,Pembroke School,2004-05,81.7,60
34,Danbury School District,12,Shelter Rock School,2004-05,38.3,60
34,Danbury School District,10,South Street School,2004-05,66.7,42
34,Danbury School District,16,Stadley Rough School,2004-05,75.3,73
35,Darien School District,2,Hindley Elementary School,2004-05,100,77
35,Darien School District,7,Holmes Elementary School,2004-05,98.7,79
35,Darien School District,13,Ox Ridge Elementary School,2004-05,100,80
35,Darien School District,5,Royle Elementary School,2004-05,100,77
35,Darien School District,6,Tokeneke Elementary School,2004-05,100,55
36,Deep River School District,1,Deep River Elementary School,2004-05,56.1,41
37,Derby School District,6,Bradley School,2004-05,67.3,52
37,Derby School District,4,Irving School,2004-05,40,55
40,East Granby School District,1,Allgrove School,2004-05,91.5,59
41,East Haddam School District,1,East Haddam Elementary School,2004-05,85.7,105
42,East Hampton School District,1,Memorial School,2004-05,85.7,161
43,East Hartford School District,9,Anna E. Norris School,2004-05,66.7,51
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2004-05,63.9,72
43,East Hartford School District,22,Dr. John A. Langford School,2004-05,60.5,43
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2004-05,28,50
43,East Hartford School District,20,Governor William Pitkin School,2004-05,58.6,58
43,East Hartford School District,5,Hockanum School,2004-05,52.9,68
43,East Hartford School District,4,Joseph O. Goodwin School,2004-05,78.9,57
43,East Hartford School District,18,Robert J. O'Brien School,2004-05,63.8,69
43,East Hartford School District,12,Silver Lane School,2004-05,67.2,67
44,East Haven School District,19,Hays School,2004-05,74.5,157
44,East Haven School District,18,Overbrook Elementary School,2004-05,69.8,126
45,East Lyme School District,1,Flanders School,2004-05,89.5,76
45,East Lyme School District,4,Lillie B. Haynes School,2004-05,73.3,60
45,East Lyme School District,2,Niantic Center School,2004-05,97.6,42
47,East Windsor School District,1,Broad Brook Elementary School,2004-05,86.2,116
39,Eastford School District,1,Eastford Elementary School,2004-05,59.1,22
46,Easton School District,1,Samuel Staples Elementary School,2004-05,91.9,123
48,Ellington School District,1,Center School,2004-05,64.4,73
48,Ellington School District,2,Crystal Lake School,2004-05,80.9,47
48,Ellington School District,6,Windermere School,2004-05,90.4,73
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2004-05,94.1,51
49,Enfield School District,13,Edgar H. Parkman School,2004-05,90.6,53
49,Enfield School District,16,Eli Whitney School,2004-05,69.4,62
49,Enfield School District,2,Enfield Street School,2004-05,51.3,39
49,Enfield School District,12,Harriet Beecher Stowe School,2004-05,63.6,44
49,Enfield School District,4,Hazardville Memorial School,2004-05,71.2,59
49,Enfield School District,18,Henry Barnard School,2004-05,48,75
49,Enfield School District,11,Nathan Hale School,2004-05,79.4,34
49,Enfield School District,15,Prudence Crandall School,2004-05,86,57
49,Enfield School District,17,Thomas G. Alcorn School,2004-05,66.7,39
50,Essex School District,1,Essex Elementary School,2004-05,98.6,74
51,Fairfield School District,2,Burr Elementary School,2004-05,100,69
51,Fairfield School District,1,Dwight Elementary School,2004-05,100,51
51,Fairfield School District,4,Holland Hill School,2004-05,92.3,52
51,Fairfield School District,17,Jennings School,2004-05,100,49
51,Fairfield School District,6,McKinley School,2004-05,73.6,72
51,Fairfield School District,7,Mill Hill School,2004-05,97.4,76
51,Fairfield School District,16,North Stratfield School,2004-05,100,80
51,Fairfield School District,18,Osborn Hill School,2004-05,96.6,89
51,Fairfield School District,12,Riverfield School,2004-05,98.7,75
51,Fairfield School District,13,Sherman School,2004-05,100,78
51,Fairfield School District,14,Stratfield School,2004-05,100,71
52,Farmington School District,4,East Farms School,2004-05,93,71
52,Farmington School District,2,Noah Wallace School,2004-05,93.5,77
52,Farmington School District,1,Union School,2004-05,97,66
52,Farmington School District,3,West District School,2004-05,92.1,63
53,Franklin School District,1,Franklin Elementary School,2004-05,82.6,23
54,Glastonbury School District,2,Buttonball Lane School,2004-05,95.1,103
54,Glastonbury School District,3,Eastbury School,2004-05,94,84
54,Glastonbury School District,4,Hebron Avenue School,2004-05,83.1,89
54,Glastonbury School District,6,Hopewell School,2004-05,91.6,131
54,Glastonbury School District,7,Naubuc School,2004-05,87.5,56
56,Granby School District,1,Frank M. Kearns Primary School,2004-05,94.6,147
57,Greenwich School District,2,Cos Cob School,2004-05,98.3,60
57,Greenwich School District,4,Glenville School,2004-05,98.7,75
57,Greenwich School District,5,Hamilton Avenue School,2004-05,83.7,43
57,Greenwich School District,13,International School At Dundee,2004-05,98.2,55
57,Greenwich School District,3,Julian Curtiss School,2004-05,98.4,61
57,Greenwich School District,6,New Lebanon School,2004-05,69.4,36
57,Greenwich School District,7,North Mianus School,2004-05,100,63
57,Greenwich School District,8,North Street School,2004-05,100,73
57,Greenwich School District,9,Old Greenwich School,2004-05,100,82
57,Greenwich School District,11,Parkway School,2004-05,66.1,62
57,Greenwich School District,10,Riverside School,2004-05,100,85
58,Griswold School District,3,Griswold Elementary School,2004-05,79.8,129
